id,topic,language,created_at,source,status,input_text,contains_code,tags,safety_flag,quality_score
169,entertainment,de,2025-11-04T10:34:41,synthetic,curated,Q169 (de/entertainment): embedding strategy table table normalize design evaluate normalize evaluate index trend normalize compare response.,0,"long,short",0,42.99
170,food,en,2025-06-08T11:46:41,user,curated,Q170 (en/food): benefit explain visualize cost trend table design summarize design dataset.,0,math,0,24.73
171,entertainment,es,2025-05-28T09:03:41,import,rejected,Q171 (es/entertainment): classify evaluate field visualize evaluate classify benefit normalize risk classify pipeline analyze.,0,long,1,35.64
172,technology,en,2025-09-18T12:08:41,import,draft,Q172 (en/technology): trend response embedding summarize classify trend format policy strategy strategy format.,0,tabular,1,25.62
173,travel,fr,2025-07-22T09:40:41,synthetic,draft,Q173 (fr/travel): compare format index evaluate trend query impact query visualize table trend token strategy.,0,"explanatory,howto",0,31.34
174,finance,en,2025-08-16T13:00:41,user,draft,Q174 (en/finance): analyze risk regulation index dataset field design classify risk.,0,"code,creative,explanatory",1,23.04
175,sports,de,2025-07-15T09:31:41,import,curated,Q175 (de/sports): summarize token table risk benefit compose prompt dataset.,0,"code,long,math",1,16.51
176,food,en,2025-11-07T10:07:41,user,rejected,Q176 (en/food): field token cost classify summarize pipeline predict embedding compare compose outline outline analyze Include figure 108 and version 1.2..,0,"creative,factual",0,62.47
177,environment,es,2025-09-04T09:34:41,user,draft,Q177 (es/environment): format summarize format explain predict design predict query.,0,howto,0,27.38
178,science,fr,2025-10-03T13:41:41,import,curated,Q178 (fr/science): pipeline summarize index trend trend pipeline analyze visualize outline dataset classify design table.,0,math,0,33.84
179,food,en,2025-10-09T10:24:41,user,draft,Q179 (en/food): strategy prompt table impact design dataset query classify risk Include figure 200 and version 2.2..,0,"factual,howto,tabular",1,37.56
180,finance,en,2025-06-21T09:36:41,user,curated,Q180 (en/finance): regulation risk response response query summarize response query field Include figure 214 and version 5.9..,0,tabular,1,41.14
181,literature,de,2025-10-01T10:07:41,synthetic,draft,Q181 (de/literature): predict index pipeline response analyze outline response compare token query response query query Include figure 59 and version 4.8..,0,"factual,math,tabular",0,53.97
182,finance,de,2025-10-19T10:49:41,synthetic,curated,Q182 (de/finance): token impact table regulation pipeline evaluate analyze evaluate regulation dataset.,0,"explanatory,long,narrative",1,34.51
183,food,en,2025-07-06T09:56:41,user,draft,Q183 (en/food): classify predict table table policy benefit table design predict table regulation token Include figure 353 and version 3.0..,0,"howto,reasoning",1,43.08
184,entertainment,de,2025-11-06T10:39:41,import,rejected,Q184 (de/entertainment): cost response regulation normalize risk normalize visualize regulation visualize normalize classify Include figure 960 and version 2.1..,0,tabular,1,61.76
185,economics,en,2025-05-16T13:25:41,user,rejected,Q185 (en/economics): dataset embedding visualize trend regulation benefit risk evaluate Include figure 173 and version 3.3..,0,howto,1,47.28
186,economics,de,2025-05-31T09:51:41,user,draft,Q186 (de/economics): compare regulation compare prompt compose index evaluate cost summarize table table.,0,summary,1,43.45
187,art,it,2025-07-24T10:28:41,user,draft,Q187 (it/art): analyze explain design impact token analyze normalize table cost evaluate format visualize evaluate Include figure 988 and version 2.9..,0,howto,0,49.84
188,economics,es,2025-05-25T10:10:41,import,draft,Q188 (es/economics): trend analyze dataset design index response trend table dataset.,0,"creative,short",0,36.06
189,education,en,2025-08-28T09:43:41,user,draft,Q189 (en/education): response evaluate prompt response visualize regulation embedding risk prompt prompt Include figure 155 and version 1.0..,0,"code,short",1,49.99
190,finance,en,2025-07-01T09:14:41,import,curated,Q190 (en/finance): policy embedding outline response query regulation impact compose impact explain strategy explain prompt.,0,long,1,25.37
191,healthcare,fr,2025-09-09T09:23:41,user,rejected,Q191 (fr/healthcare): embedding impact risk token token risk visualize explain dataset strategy benefit compose.,0,factual,1,41.87
192,economics,de,2025-10-25T11:43:41,user,draft,Q192 (de/economics): strategy impact cost format summarize query regulation policy Include figure 878 and version 1.4..,0,"explanatory,math",1,31.28
193,food,en,2025-07-09T09:17:41,user,curated,Q193 (en/food): pipeline response policy predict compose evaluate summarize risk format field strategy prompt embedding evaluate Include figure 354 and version 4.4..,0,"summary,tabular",1,56.84
194,finance,fr,2025-08-26T10:25:41,user,draft,Q194 (fr/finance): response trend policy outline predict evaluate policy outline classify evaluate prompt normalize.,0,"creative,tabular",1,35.15
195,technology,it,2025-09-20T10:00:41,synthetic,curated,Q195 (it/technology): pipeline compose embedding compose index compose response benefit dataset strategy analyze compose predict compare Example: for(i=0;i<n;i++){ compute(); }.,1,"factual,long,narrative",0,79.11
196,travel,en,2025-07-24T09:05:41,user,curated,Q196 (en/travel): impact impact visualize response normalize evaluate query dataset summarize dataset explain outline Include figure 892 and version 1.9..,0,reasoning,0,44.05
197,environment,es,2025-07-03T10:14:41,user,draft,Q197 (es/environment): predict regulation visualize regulation format analyze query dataset dataset design embedding embedding analyze.,0,"creative,math",1,44.09
198,finance,en,2025-09-01T09:55:41,user,draft,Q198 (en/finance): regulation predict compare design normalize dataset pipeline explain.,0,long,1,28.17
199,food,fr,2025-06-15T09:09:41,synthetic,draft,Q199 (fr/food): policy prompt table summarize prompt benefit predict risk design normalize pipeline token Include figure 844 and version 2.3..,0,"creative,math,reasoning",1,41.34
200,food,en,2025-10-29T10:31:41,user,curated,Q200 (en/food): evaluate query compose visualize dataset benefit dataset risk.,0,"code,reasoning,summary",1,18.34
201,art,en,2025-07-11T09:18:41,import,draft,Q201 (en/art): design regulation normalize design compare evaluate query index token prompt policy compare trend explain.,0,summary,1,43.49
202,economics,en,2025-10-25T09:28:41,user,curated,Q202 (en/economics): dataset benefit response outline strategy risk token token pipeline design pipeline query Include figure 448 and version 5.8..,0,summary,1,41.97
203,education,de,2025-06-18T09:52:41,synthetic,curated,Q203 (de/education): index query field token benefit explain analyze field explain dataset analyze Include figure 618 and version 5.0..,0,"explanatory,howto,short",0,43.52
204,technology,fr,2025-06-20T10:38:41,user,curated,Q204 (fr/technology): risk strategy embedding outline regulation regulation index prompt dataset cost cost index.,0,"howto,short",1,31.36
205,technology,en,2025-10-24T08:54:41,user,curated,Q205 (en/technology): risk visualize compare format embedding field benefit field index policy embedding prompt Include figure 352 and version 4.3..,0,"math,reasoning",1,54.04
206,science,en,2025-07-14T09:42:41,user,curated,Q206 (en/science): evaluate classify evaluate impact query compose benefit risk design embedding.,0,narrative,1,23.65
207,art,en,2025-07-14T10:18:41,synthetic,curated,Q207 (en/art): classify summarize evaluate embedding classify trend dataset response policy design impact index Include figure 251 and version 3.3..,0,"math,narrative,tabular",1,39.33
208,entertainment,en,2025-08-03T09:18:41,user,curated,Q208 (en/entertainment): impact query regulation classify evaluate pipeline classify embedding predict query impact policy pipeline Include figure 161 and version 3.4..,0,long,1,56.61
209,travel,es,2025-06-18T10:35:41,user,curated,Q209 (es/travel): normalize summarize analyze format normalize explain outline analyze evaluate outline query Include figure 407 and version 4.0..,0,"code,creative,howto",0,36.39
210,finance,de,2025-05-18T10:41:41,synthetic,draft,Q210 (de/finance): summarize evaluate explain field index policy benefit compose evaluate compare cost trend.,0,"factual,howto",1,23.54
211,entertainment,it,2025-05-31T13:58:41,user,draft,Q211 (it/entertainment): risk compare policy outline token outline outline benefit evaluate pipeline pipeline compare summarize compose Include figure 258 and version 4.9..,0,"math,reasoning",1,63.97
212,history,de,2025-11-01T10:06:41,synthetic,curated,Q212 (de/history): benefit table dataset format regulation pipeline risk token risk response pipeline regulation embedding.,0,"creative,factual,howto",1,34.86
213,literature,en,2025-05-15T10:16:41,import,curated,Q213 (en/literature): impact token explain table compare visualize token format normalize index design Include figure 653 and version 1.6..,0,"narrative,short",0,47.37
214,sports,de,2025-08-28T10:34:41,import,curated,Q214 (de/sports): prompt summarize explain explain index embedding impact classify visualize response trend outline.,0,"explanatory,reasoning",0,29.65
215,food,en,2025-08-13T09:51:41,import,draft,Q215 (en/food): analyze normalize benefit predict table visualize visualize prompt.,0,reasoning,0,17.99
216,education,fr,2025-10-24T11:04:41,import,draft,Q216 (fr/education): embedding pipeline predict query response compose analyze response summarize outline regulation design.,0,"summary,tabular",1,37.18
217,finance,es,2025-06-17T09:35:41,user,draft,Q217 (es/finance): embedding classify visualize normalize token analyze compose impact pipeline embedding embedding response predict benefit.,0,"code,math,tabular",0,52.06
218,science,fr,2025-07-15T09:24:41,user,curated,Q218 (fr/science): design pipeline pipeline cost policy query embedding dataset strategy benefit prompt embedding compare.,0,"explanatory,math,reasoning",1,43.85
219,science,en,2025-06-01T10:36:41,import,curated,Q219 (en/science): outline dataset compare field classify trend query predict explain strategy field outline policy normalize.,0,"howto,math,narrative",1,45.18
220,food,en,2025-07-02T10:03:41,synthetic,draft,Q220 (en/food): embedding visualize analyze explain field normalize compose field.,0,math,0,24.23
221,art,fr,2025-10-15T09:09:41,import,draft,Q221 (fr/art): risk risk explain dataset strategy cost pipeline response compose outline visualize cost prompt Include figure 86 and version 4.6..,0,"creative,tabular",1,60.25
222,literature,fr,2025-08-20T09:19:41,import,draft,Q222 (fr/literature): regulation query summarize table visualize impact normalize regulation.,0,"code,creative,reasoning",1,28.7
223,science,en,2025-06-29T09:15:41,synthetic,rejected,Q223 (en/science): evaluate summarize pipeline trend prompt index trend compare compose compare evaluate cost dataset Include figure 961 and version 1.3..,0,"factual,math",0,51.85
224,food,en,2025-08-30T09:47:41,synthetic,draft,Q224 (en/food): evaluate classify format design regulation benefit query normalize response impact risk query design risk.,0,"creative,explanatory,summary",1,30.18
225,geography,de,2025-08-28T10:20:41,user,draft,Q225 (de/geography): analyze trend analyze dataset risk predict table response risk policy Include figure 863 and version 4.5..,0,"explanatory,short",1,52.64
226,geography,en,2025-08-15T12:24:41,user,draft,Q226 (en/geography): dataset compose compare summarize summarize index classify embedding risk analyze.,0,howto,1,35.95
227,education,it,2025-08-15T12:46:41,user,curated,Q227 (it/education): design normalize classify policy embedding pipeline classify dataset pipeline Include figure 319 and version 3.7..,0,"explanatory,factual,math",1,55.83
228,food,de,2025-11-07T09:24:41,import,draft,Q228 (de/food): summarize index compare compare prompt outline outline format Include figure 320 and version 4.0..,0,"explanatory,reasoning",0,41.54
